ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P	TWAS.FDR	trait_full_name	GWAS_name	cell_type	gene	trait	method	p_value	significance	log10_p	direction	symbol	GWAS
ENSG00000104812_GYS1	19	48968130	48993310	1	rs4802471	3.82	rs626722	0.00463	3.58	0.10799	5893	5893	blup	0.1	0.0033	1.9612	0.04986	0.897791177142857	Bipolar_Disorder	GCST90479398_MoodDisorders.h.FUSION.txt	Inhibitory_neuron	ENSG00000104812_GYS1	Bipolar_Disorder	TWAS	0.04986	FALSE	1.30224772583225	Positive	GYS1	GCST90479398_MoodDisorders.h.FUSION
ENSG00000253894_ENSG00000253894	8	63465831	63478745	0.449	rs13280307	3.45	rs28712156	0.098926	-3.91	-1.9611	4172	1	top1	0.099	0.0037	1.96108	0.04987	0.872981157024793	SubstanceUseDisorders	pgc_alcdep.afr_unrel_genotyped.aug2018_release.txt	Inhibitory_neuron	ENSG00000253894_ENSG00000253894	SubstanceUseDisorders	TWAS	0.04987	FALSE	1.30216063178164	Positive	ENSG00000253894	pgc_alcdep.afr_unrel_genotyped.aug2018_release
ENSG00000171503_ETFDH	4	158671968	158710742	0.538	rs2851834	3.44	rs4691433	0.085138	4.26	0.4029	4362	4362	blup	0.12	0.0014	-1.9611	0.04987	0.729462212290503	Chronic_pain	GCST90477532_OtherNeurological.h.FUSION.txt	Inhibitory_neuron	ENSG00000171503_ETFDH	Chronic_pain	TWAS	0.04987	FALSE	1.30216063178164	Negative	ETFDH	GCST90477532_OtherNeurological.h.FUSION
ENSG00000197275_RAD54B	8	94371960	94475115	0.488	rs7833057	4.05	rs115835223	0.05109	-3.68	-1.9609	4789	1	top1	0.051	0.03	1.96091	0.04989	0.874907107438016	Depression	GCST90479401_MoodDisorders.h.FUSION.txt	Inhibitory_neuron	ENSG00000197275_RAD54B	Depression	TWAS	0.04989	FALSE	1.30198649606082	Positive	RAD54B	GCST90479401_MoodDisorders.h.FUSION
ENSG00000167779_IGFBP6	12	53097436	53102345	0.534	rs11170398	3.98	rs822683	-0.011531	-3.58	-0.14653	5483	5483	bslmm	0.1	0.003	1.9609	0.04989	0.623453255813953	In_your_lifetime_have_you_smoked_a_total_of_at_least_100_cigarettes	GCST90479457_SubstanceUse.h.FUSION.txt	Inhibitory_neuron	ENSG00000167779_IGFBP6	In_your_lifetime_have_you_smoked_a_total_of_at_least_100_cigarettes	TWAS	0.04989	FALSE	1.30198649606082	Positive	IGFBP6	GCST90479457_SubstanceUse.h.FUSION
ENSG00000116819_TFAP2E	1	35573314	35595328	0.5	rs144698417	-3.7	rs1188641	0.195	-4.62	1.9609	3705	1	top1	0.2	4.8e-05	-1.96091	0.04989	0.85994	Epilepsy_recurrent_seizures_convulsions	GCST90477550_SeizureDisorders.h.FUSION.txt	Inhibitory_neuron	ENSG00000116819_TFAP2E	Epilepsy_recurrent_seizures_convulsions	TWAS	0.04989	FALSE	1.30198649606082	Negative	TFAP2E	GCST90477550_SeizureDisorders.h.FUSION
ENSG00000211584_SLC48A1	12	47753916	47782751	0.575	rs3815130	3.88	rs56037230	-0.001528	-3.7	-1.3135	5276	5276	blup	0.15	0.00036	1.9609	0.049894	0.784280745341615	Depression	GCST90477003_MoodDisorders.h.FUSION.txt	Inhibitory_neuron	ENSG00000211584_SLC48A1	Depression	TWAS	0.049894	FALSE	1.30195167729371	Positive	SLC48A1	GCST90477003_MoodDisorders.h.FUSION
ENSG00000151092_NGLY1	3	25718944	25790039	0.345	rs6551011	-2.98	rs193120570	-0.0129	-3.47	-1.5325	5304	5304	blup	0.022	0.11	1.96084	0.049897	0.946867397260274	Vertiginous_syndromes_and_other_disorders_of_vestibular_system	GCST90477812_OtherNeurological.h.FUSION.txt	Inhibitory_neuron	ENSG00000151092_NGLY1	Vertiginous_syndromes_and_other_disorders_of_vestibular_system	TWAS	0.049897	FALSE	1.3019255650502	Positive	NGLY1	GCST90477812_OtherNeurological.h.FUSION
ENSG00000147813_NAPRT	8	143574785	143578649	0.742	rs58626562	3.23	rs4874158	0.267517	-4.71	-1.9606	5596	1	top1	0.27	1.4e-06	1.96056	0.0499	0.791286567164179	Concussion	GCST90479218_Brain_Cerebrovascular.h.FUSION.txt	Inhibitory_neuron	ENSG00000147813_NAPRT	Concussion	TWAS	0.0499	FALSE	1.30189945437661	Positive	NAPRT	GCST90479218_Brain_Cerebrovascular.h.FUSION
ENSG00000291099_ENSG00000291099	7	5823128	5854439	0.635	rs10250654	4.09	rs2302332	0.09044	-4.46	0.7244	5519	64	enet	0.23	8.9e-06	-1.9604	0.0499	0.959569230769231	Abnormality_of_gait	GCST90477580_Movement_Motor.h.FUSION.txt	Inhibitory_neuron	ENSG00000291099_ENSG00000291099	Abnormality_of_gait	TWAS	0.0499	FALSE	1.30189945437661	Negative	ENSG00000291099	GCST90477580_Movement_Motor.h.FUSION
ENSG00000184619_KRBA2	17	8356902	8376704	0.756	rs12602989	-3.58	rs3027279	-0.013373	3.54	0.8167	4859	4859	bslmm	0.081	0.008	-1.9604	0.0499	0.84160303030303	Alzheimers_or_Other_Dementia	GCST90476883_Cognitive_Neurodegenerative.h.FUSION.txt	Inhibitory_neuron	ENSG00000184619_KRBA2	Alzheimers_or_Other_Dementia	TWAS	0.0499	FALSE	1.30189945437661	Negative	KRBA2	GCST90476883_Cognitive_Neurodegenerative.h.FUSION
ENSG00000179630_LACC1	13	43879284	43893932	0.395	rs2120754	-3.47	rs59825019	-0.011988	3.42	-0.60106	4540	4540	blup	0.046	0.036	-1.96073	0.0499	0.784280745341615	Depression	GCST90477003_MoodDisorders.h.FUSION.txt	Inhibitory_neuron	ENSG00000179630_LACC1	Depression	TWAS	0.0499	FALSE	1.30189945437661	Negative	LACC1	GCST90477003_MoodDisorders.h.FUSION
ENSG00000035499_DEPDC1B	5	60596912	60700190	0.436	rs9686404	3.29	rs4647155	0.001934	-4	1.81139	3800	3800	bslmm	0.04	0.048	-1.96083	0.0499	0.762240579710145	Do_you_smoke_now	GCST90479468_SubstanceUse.h.FUSION.txt	Inhibitory_neuron	ENSG00000035499_DEPDC1B	Do_you_smoke_now	TWAS	0.0499	FALSE	1.30189945437661	Negative	DEPDC1B	GCST90479468_SubstanceUse.h.FUSION
ENSG00000143797_MBOAT2	2	8852690	9003709	0.715	rs2655460	3.42	rs189383	-0.0117	3.61	-1.2231	5524	5524	bslmm	0.032	0.069	-1.96066	0.04992	0.872981157024793	SubstanceUseDisorders	pgc_alcdep.afr_unrel_genotyped.aug2018_release.txt	Inhibitory_neuron	ENSG00000143797_MBOAT2	SubstanceUseDisorders	TWAS	0.04992	FALSE	1.30172542332563	Negative	MBOAT2	pgc_alcdep.afr_unrel_genotyped.aug2018_release
ENSG00000183762_KREMEN1	22	29073035	29168333	0.442	rs78652970	3.41	rs149041077	0.035984	-4.31	-2.32317	3636	3636	bslmm	0.096	0.0042	1.9605	0.04994	0.84425664160401	Disorders_of_the_autonomic_nervous_system	GCST90477521_SpinalCord_Nerves.h.FUSION.txt	Inhibitory_neuron	ENSG00000183762_KREMEN1	Disorders_of_the_autonomic_nervous_system	TWAS	0.04994	FALSE	1.30155146198467	Positive	KREMEN1	GCST90477521_SpinalCord_Nerves.h.FUSION
ENSG00000238042_LINC02257	1	221880981	221978523	0.456	rs144091470	3.27	rs6604689	-0.0131	-3.29	2.08	4348	4348	bslmm	0.01	0.19	-1.96045	0.04994	0.94841009009009	Depression	GCST90476921_MoodDisorders.h.FUSION.txt	Inhibitory_neuron	ENSG00000238042_LINC02257	Depression	TWAS	0.04994	FALSE	1.30155146198467	Negative	LINC02257	GCST90476921_MoodDisorders.h.FUSION
ENSG00000164306_PRIMPOL	4	184649667	184694963	0.84	rs2310156	4.09	rs11728389	0.13854	-4.22	1.9605	6623	1	top1	0.14	0.00064	-1.9605	0.04994	0.738995310344828	Schizophrenia	SCZ_AFR_Schizophrenia_FUSION.txt	Inhibitory_neuron	ENSG00000164306_PRIMPOL	Schizophrenia	TWAS	0.04994	FALSE	1.30155146198467	Negative	PRIMPOL	SCZ_AFR_Schizophrenia_FUSION
ENSG00000105438_KDELR1	19	48382575	48391551	0.61	rs116172436	3.48	rs16959494	0.009345	-3.64	2.2546	5957	5957	bslmm	0.1	0.0029	-1.96051	0.04994	0.791286567164179	Concussion	GCST90479218_Brain_Cerebrovascular.h.FUSION.txt	Inhibitory_neuron	ENSG00000105438_KDELR1	Concussion	TWAS	0.04994	FALSE	1.30155146198467	Negative	KDELR1	GCST90479218_Brain_Cerebrovascular.h.FUSION
ENSG00000164061_BSN	3	49554477	49671549	0.278	rs2624847	-3.37	rs113760135	0.109	-4.82	1.93062	2301	14	enet	0.12	0.0016	-1.9602	0.049973	0.784924	Schizophrenia	GCST90479403_PsychoticDisorders.h.FUSION.txt	Inhibitory_neuron	ENSG00000164061_BSN	Schizophrenia	TWAS	0.049973	FALSE	1.30126457802715	Negative	BSN	GCST90479403_PsychoticDisorders.h.FUSION
ENSG00000287306_ENSG00000287306	10	69510166	69544257	0.331	rs10999066	3.35	rs114276490	0.00179	3.93	-1.9601	5473	1	top1	0.0018	0.29	-1.9601	0.04998	0.84425664160401	Disorders_of_the_autonomic_nervous_system	GCST90477521_SpinalCord_Nerves.h.FUSION.txt	Inhibitory_neuron	ENSG00000287306_ENSG00000287306	Disorders_of_the_autonomic_nervous_system	TWAS	0.04998	FALSE	1.30120374820957	Negative	ENSG00000287306	GCST90477521_SpinalCord_Nerves.h.FUSION
ENSG00000138411_HECW2	2	196189099	196593684	0.469	rs200263732	3.15	rs1098940	0.00738	-4	1.9601	4949	1	top1	0.0074	0.22	-1.96014	0.04998	0.623453255813953	In_your_lifetime_have_you_smoked_a_total_of_at_least_100_cigarettes	GCST90479457_SubstanceUse.h.FUSION.txt	Inhibitory_neuron	ENSG00000138411_HECW2	In_your_lifetime_have_you_smoked_a_total_of_at_least_100_cigarettes	TWAS	0.04998	FALSE	1.30120374820957	Negative	HECW2	GCST90479457_SubstanceUse.h.FUSION
ENSG00000287368_ENSG00000287368	9	34810020	34895175	0.38	rs1785503	-2.94	rs4556172	0.130693	4.3	1.96	3334	1	top1	0.13	0.00091	1.96005	0.04999	0.860194728682171	Hypersomnia	GCST90477481_SleepDisorders.h.FUSION.txt	Inhibitory_neuron	ENSG00000287368_ENSG00000287368	Hypersomnia	TWAS	0.04999	FALSE	1.30111686324741	Positive	ENSG00000287368	GCST90477481_SleepDisorders.h.FUSION
ENSG00000167615_LENG8	19	54449190	54462016	0.611	rs11670936	4.04	rs114203155	-0.01357	-3.87	1.9014	6976	6976	bslmm	0.031	0.072	-1.9601	0.04999	0.782302222222222	Stroke_or_Transient_Ischemic_Attack	GCST90479382_Brain_Cerebrovascular.h.FUSION.txt	Inhibitory_neuron	ENSG00000167615_LENG8	Stroke_or_Transient_Ischemic_Attack	TWAS	0.04999	FALSE	1.30111686324741	Negative	LENG8	GCST90479382_Brain_Cerebrovascular.h.FUSION
ENSG00000151553_FHIP2A	10	114821744	114899832	0.588	rs146297334	-4.52	rs10787534	0.00681	-3.77	0.9812	4855	4855	bslmm	0.046	0.037	4.6681	3.04e-06	0.00271776	Cerebrovascular_disease	GCST90477982_Brain_Cerebrovascular.h.FUSION.txt	Microglia	ENSG00000151553_FHIP2A	Cerebrovascular_disease	TWAS	3.04e-06	TRUE	5.51712641639125	Positive	FHIP2A	GCST90477982_Brain_Cerebrovascular.h.FUSION
ENSG00000185022_MAFF	22	38200767	38216507	0.442	rs5756854	-3.76	rs6001388	-0.012278	3.56	-0.2418	4990	4990	bslmm	-0.00067	0.33	4.3979	1.09e-05	0.0097446	Benign_neoplasm_of_brain_and_other_parts_of_nervous_system	GCST90477283_Brain_Cerebrovascular.h.FUSION.txt	Microglia	ENSG00000185022_MAFF	Benign_neoplasm_of_brain_and_other_parts_of_nervous_system	TWAS	1.09e-05	TRUE	4.96257350205938	Positive	MAFF	GCST90477283_Brain_Cerebrovascular.h.FUSION
ENSG00000232684_ATP11A-AS1	13	112745449	112754693	0.483	rs2257442	-4.24	rs280795	0.00316	3.65	2.7275	5473	5473	blup	0.17	0.00019	4.3203	1.56e-05	0.0139464	Central_or_nonobstroctive_sleep_apnea	GCST90477486_SleepDisorders.h.FUSION.txt	Microglia	ENSG00000232684_ATP11A-AS1	Central_or_nonobstroctive_sleep_apnea	TWAS	1.56e-05	TRUE	4.80687540164554	Positive	ATP11A-AS1	GCST90477486_SleepDisorders.h.FUSION
ENSG00000136925_TSTD2	9	97600080	97633368	0.538	rs7045221	4.41	rs56281459	0.05566	4.38	4.2858	4527	1	top1	0.056	0.024	4.28578	1.82e-05	0.0162708	Depression	GCST90476879_MoodDisorders.h.FUSION.txt	Microglia	ENSG00000136925_TSTD2	Depression	TWAS	1.82e-05	TRUE	4.73992861201492	Positive	TSTD2	GCST90476879_MoodDisorders.h.FUSION
ENSG00000160688_FLAD1	1	154983338	154993111	0.356	rs76298727	-3.96	rs6699080	0.000328	-3.33	2.37755	2966	13	enet	0.015	0.15	-4.2441	2.19e-05	0.0197319	Schizophrenia	SCZ_AFR_Schizophrenia_FUSION.txt	Microglia	ENSG00000160688_FLAD1	Schizophrenia	TWAS	2.19e-05	TRUE	4.65955588515988	Negative	FLAD1	SCZ_AFR_Schizophrenia_FUSION
ENSG00000185022_MAFF	22	38200767	38216507	0.442	rs149602937	3.7	rs6001388	-0.012278	3.56	-0.1069	4990	4990	bslmm	-0.00067	0.33	4.1012	4.11e-05	0.0367434	Benign_neoplasm_of_brain_cranial_nerves_meninges	GCST90477285_Brain_Cerebrovascular.h.FUSION.txt	Microglia	ENSG00000185022_MAFF	Benign_neoplasm_of_brain_cranial_nerves_meninges	TWAS	4.11e-05	TRUE	4.38615817812393	Positive	MAFF	GCST90477285_Brain_Cerebrovascular.h.FUSION
ENSG00000032444_PNPLA6	19	7534004	7561764	0.642	rs10422709	-4	rs10422709	0.004769	-3.41	-4.0035	522	1	top1	0.0048	0.25	4.0035	6.24e-05	0.0557856	Disorders_of_other_cranial_nerves	GCST90477588_SpinalCord_Nerves.h.FUSION.txt	Microglia	ENSG00000032444_PNPLA6	Disorders_of_other_cranial_nerves	TWAS	6.24e-05	FALSE	4.20481541031758	Positive	PNPLA6	GCST90477588_SpinalCord_Nerves.h.FUSION
ENSG00000182985_CADM1	11	115169218	115504957	0.476	rs78386991	4.28	rs77763890	0.023748	4.22	3.97459	5246	1	top1	0.024	0.1	3.9746	7.05e-05	0.063027	Degenerative_disease_of_the_spinal_cord	GCST90477517_SpinalCord_Nerves.h.FUSION.txt	Microglia	ENSG00000182985_CADM1	Degenerative_disease_of_the_spinal_cord	TWAS	7.05e-05	FALSE	4.1518108830086	Positive	CADM1	GCST90477517_SpinalCord_Nerves.h.FUSION
ENSG00000235652_EPM2A-DT	6	145799409	145887430	0.204	rs2814876	3.42	rs144674939	-0.013811	-3.18	-1.226	4530	4530	bslmm	-0.0016	0.35	3.9504	7.8e-05	0.0421968	Facial_nerve_disorders	GCST90477593_SpinalCord_Nerves.h.FUSION.txt	Microglia	ENSG00000235652_EPM2A-DT	Facial_nerve_disorders	TWAS	7.8e-05	TRUE	4.10790539730952	Positive	EPM2A-DT	GCST90477593_SpinalCord_Nerves.h.FUSION
ENSG00000106069_CHN2	7	29146547	29514328	0.621	rs2687638	-3.79	rs245884	-0.01389	-4.36	-2.3828	5735	5735	bslmm	0.094	0.0046	3.9295	8.51e-05	0.0760794	Chronic_pain	GCST90477532_OtherNeurological.h.FUSION.txt	Microglia	ENSG00000106069_CHN2	Chronic_pain	TWAS	8.51e-05	FALSE	4.07007043991541	Positive	CHN2	GCST90477532_OtherNeurological.h.FUSION
ENSG00000177406_NINJ2-AS1	12	630858	664196	0.529	rs11062974	-4.15	rs10849549	-0.00971	-3.5	1.3696	4406	4406	blup	0.084	0.0071	-3.9198	8.86e-05	0.0792084	Convulsions	GCST90477559_SeizureDisorders.h.FUSION.txt	Microglia	ENSG00000177406_NINJ2-AS1	Convulsions	TWAS	8.86e-05	FALSE	4.05256627811295	Negative	NINJ2-AS1	GCST90477559_SeizureDisorders.h.FUSION
ENSG00000273151_ENSG00000273151	7	879790	886547	0.606	rs3735684	3.62	rs73047938	-0.01271	3.54	2.0512	6247	6247	bslmm	0.081	0.0081	3.904	9.44e-05	0.0421968	Facial_nerve_disorders	GCST90477593_SpinalCord_Nerves.h.FUSION.txt	Microglia	ENSG00000273151_ENSG00000273151	Facial_nerve_disorders	TWAS	9.44e-05	TRUE	4.02502800570193	Positive	ENSG00000273151	GCST90477593_SpinalCord_Nerves.h.FUSION
ENSG00000103257_SLC7A5	16	87830023	87869507	0.533	rs12919693	-4.25	rs4548881	0.0315	3.65	-2.2835	7507	7507	blup	0.04	0.047	-3.8789	0.000105	0.0894	Concussion_or_loss_of_consciousness	GCST90476935_Brain_Cerebrovascular.h.FUSION.txt	Microglia	ENSG00000103257_SLC7A5	Concussion_or_loss_of_consciousness	TWAS	0.000105	FALSE	3.97881070093006	Negative	SLC7A5	GCST90476935_Brain_Cerebrovascular.h.FUSION
ENSG00000286895_ENSG00000286895	12	8243147	8342048	0.774	rs7298259	-3.5	rs10219561	-0.01049	3.57	2.1709	6266	6266	bslmm	0.076	0.01	3.8715	0.000108	0.096552	Hypersomnia	GCST90477481_SleepDisorders.h.FUSION.txt	Microglia	ENSG00000286895_ENSG00000286895	Hypersomnia	TWAS	0.000108	FALSE	3.96657624451305	Positive	ENSG00000286895	GCST90477481_SleepDisorders.h.FUSION
ENSG00000291053_CATSPER2P1	15	43726918	43747094	0.289	rs142334837	3.7	rs12908349	-0.00182	3.44	0.6286	2272	50	enet	0.044	0.041	3.8593	0.000114	0.101916	Encephalopathy_not_elsewhere_classified	GCST90477567_Brain_Cerebrovascular.h.FUSION.txt	Microglia	ENSG00000291053_CATSPER2P1	Encephalopathy_not_elsewhere_classified	TWAS	0.000114	FALSE	3.94309514866353	Positive	CATSPER2P1	GCST90477567_Brain_Cerebrovascular.h.FUSION
ENSG00000258454_ENSG00000258454	14	76235817	76263474	0.66	rs185747216	-3.92	rs1882834	-0.012939	3.77	2.1857	4763	4763	bslmm	0.0096	0.2	3.8538	0.000116	0.05364	Cerebral_ischemia	GCST90477993_Brain_Cerebrovascular.h.FUSION.txt	Microglia	ENSG00000258454_ENSG00000258454	Cerebral_ischemia	TWAS	0.000116	FALSE	3.93554201077308	Positive	ENSG00000258454	GCST90477993_Brain_Cerebrovascular.h.FUSION
ENSG00000187764_SEMA4D	9	89360787	89498130	0.608	rs10481711	-3.54	rs148399373	-0.01388	-3.55	-0.4081	5578	5578	bslmm	0.14	0.00058	3.8453	0.00012	0.05364	Cerebral_ischemia	GCST90477993_Brain_Cerebrovascular.h.FUSION.txt	Microglia	ENSG00000187764_SEMA4D	Cerebral_ischemia	TWAS	0.00012	FALSE	3.92081875395238	Positive	SEMA4D	GCST90477993_Brain_Cerebrovascular.h.FUSION
ENSG00000102531_FNDC3A	13	48975912	49209779	0.504	rs2407609	3.5	rs58316588	-0.00991	-3.62	0.7774	4470	4470	bslmm	0.093	0.0047	-3.8246	0.000131	0.117114	Complex_regional_or_central_pain_syndrome	GCST90477600_OtherNeurological.h.FUSION.txt	Microglia	ENSG00000102531_FNDC3A	Complex_regional_or_central_pain_syndrome	TWAS	0.000131	FALSE	3.88272870434424	Negative	FNDC3A	GCST90477600_OtherNeurological.h.FUSION
ENSG00000177738_ANXA2R-OT1	5	43013060	43067452	0.287	rs7715976	3.95	rs72759087	-0.000296	3.52	0.2572	3851	3851	bslmm	0.04	0.048	3.79663	0.000147	0.110856	Chronic_pain_syndrome	GCST90477603_OtherNeurological.h.FUSION.txt	Microglia	ENSG00000177738_ANXA2R-OT1	Chronic_pain_syndrome	TWAS	0.000147	FALSE	3.83268266525182	Positive	ANXA2R-OT1	GCST90477603_OtherNeurological.h.FUSION
ENSG00000102606_ARHGEF7	13	111114559	111305737	0.528	rs7337111	4.2	rs1536622	0.00827	-3.56	0.8183	6838	6838	blup	0.074	0.011	-3.719	2e-04	0.0894	Concussion_or_loss_of_consciousness	GCST90476935_Brain_Cerebrovascular.h.FUSION.txt	Microglia	ENSG00000102606_ARHGEF7	Concussion_or_loss_of_consciousness	TWAS	2e-04	FALSE	3.69897000433602	Negative	ARHGEF7	GCST90476935_Brain_Cerebrovascular.h.FUSION
ENSG00000114573_ATP6V1A	3	113746770	113812056	0.375	rs9811075	4.15	rs62264166	0.01106	-3.44	-0.6638	4060	4060	bslmm	0.023	0.1	3.71173	0.000206	0.090592	Convulsions	GCST90477559_SeizureDisorders.h.FUSION.txt	Microglia	ENSG00000114573_ATP6V1A	Convulsions	TWAS	0.000206	FALSE	3.68613277963085	Positive	ATP6V1A	GCST90477559_SeizureDisorders.h.FUSION
ENSG00000138080_EMILIN1	2	27078615	27086403	0.565	rs149816875	4.15	rs4352194	0.000315	3.42	-0.8733	3467	3467	bslmm	0.058	0.022	-3.6884	0.000226	0.202044	Feeling_excessively_sleepy_during_the_day	GCST90479439_SleepDisorders.h.FUSION.txt	Microglia	ENSG00000138080_EMILIN1	Feeling_excessively_sleepy_during_the_day	TWAS	0.000226	FALSE	3.6458915608526	Negative	EMILIN1	GCST90479439_SleepDisorders.h.FUSION
ENSG00000255084_ENSG00000255084	11	78533176	78558565	0.39	rs4343056	-3.28	rs1785819	-0.013862	-3.66	1.1863	5196	5196	bslmm	0.019	0.12	-3.6844	0.000229	0.204726	Feeling_unsatisfied_or_not_rested_by_your_nights_sleep	GCST90479446_SleepDisorders.h.FUSION.txt	Microglia	ENSG00000255084_ENSG00000255084	Feeling_unsatisfied_or_not_rested_by_your_nights_sleep	TWAS	0.000229	FALSE	3.64016451766011	Negative	ENSG00000255084	GCST90479446_SleepDisorders.h.FUSION
ENSG00000115241_PPM1G	2	27381195	27409591	0.321	rs4666021	4.15	rs10211527	-0.0139	-3.28	1.2919	3638	3638	blup	0.036	0.058	-3.66968	0.000243	0.108621	Central_or_nonobstroctive_sleep_apnea	GCST90477486_SleepDisorders.h.FUSION.txt	Microglia	ENSG00000115241_PPM1G	Central_or_nonobstroctive_sleep_apnea	TWAS	0.000243	FALSE	3.61439372640169	Negative	PPM1G	GCST90477486_SleepDisorders.h.FUSION
ENSG00000238045_MVP-DT	16	29808636	29821252	0.443	rs74017641	-3.99	rs1646123	-0.01135	4.03	1.5787	2688	42	enet	0.17	0.00016	3.6657	0.000247	0.095956	Degenerative_disease_of_the_spinal_cord	GCST90477517_SpinalCord_Nerves.h.FUSION.txt	Microglia	ENSG00000238045_MVP-DT	Degenerative_disease_of_the_spinal_cord	TWAS	0.000247	FALSE	3.60730304674033	Positive	MVP-DT	GCST90477517_SpinalCord_Nerves.h.FUSION
ENSG00000119899_SLC17A5	6	73593379	73653992	0.383	rs116262574	-3.86	rs114592752	0.000959	-4.11	-1.4622	4695	4695	bslmm	0.043	0.043	3.663	0.000249	0.111303	Encephalopathy_not_elsewhere_classified	GCST90477567_Brain_Cerebrovascular.h.FUSION.txt	Microglia	ENSG00000119899_SLC17A5	Encephalopathy_not_elsewhere_classified	TWAS	0.000249	FALSE	3.60380065290426	Positive	SLC17A5	GCST90477567_Brain_Cerebrovascular.h.FUSION
ENSG00000235652_EPM2A-DT	6	145799409	145887430	0.204	rs2246334	3.61	rs144674939	-0.013811	-3.18	-1.16381	4530	4530	bslmm	-0.0016	0.35	3.64623	0.000266	0.118902	Disorders_of_other_cranial_nerves	GCST90477588_SpinalCord_Nerves.h.FUSION.txt	Microglia	ENSG00000235652_EPM2A-DT	Disorders_of_other_cranial_nerves	TWAS	0.000266	FALSE	3.57511836336893	Positive	EPM2A-DT	GCST90477588_SpinalCord_Nerves.h.FUSION
ENSG00000153363_LINC00467	1	211382736	211435570	0.406	rs113925817	-3.24	rs11119524	0.061777	4.12	2.365	4702	17	enet	0.2	3.5e-05	3.63718	0.000276	0.246744	Disorders_of_the_autonomic_nervous_system	GCST90477521_SpinalCord_Nerves.h.FUSION.txt	Microglia	ENSG00000153363_LINC00467	Disorders_of_the_autonomic_nervous_system	TWAS	0.000276	FALSE	3.55909091793478	Positive	LINC00467	GCST90477521_SpinalCord_Nerves.h.FUSION
ENSG00000158473_CD1D	1	158178030	158186427	0.274	rs12097236	3.26	rs75820563	-0.012918	3.32	-0.30784	6283	6283	blup	0.016	0.14	-3.6303	0.000283	0.254134	PTSD	pts_aam_freeze2_overall.results.txt	Microglia	ENSG00000158473_CD1D	PTSD	TWAS	0.000283	FALSE	3.54821356447571	Negative	CD1D	pts_aam_freeze2_overall.results
ENSG00000142082_SIRT3	11	215030	236931	0.66	rs7480843	3.61	rs35333170	-0.010404	3.18	1.6395	2067	26	enet	0.05	0.031	3.6152	3e-04	0.193551	Dementia	GCST90476928_Cognitive_Neurodegenerative.h.FUSION.txt	Microglia	ENSG00000142082_SIRT3	Dementia	TWAS	3e-04	FALSE	3.52287874528034	Positive	SIRT3	GCST90476928_Cognitive_Neurodegenerative.h.FUSION
ENSG00000253305_PCDHGB6	5	141408021	141512975	0.601	rs56242895	-4.44	rs10046053	-0.01255	-3.33	0.21124	4097	4097	bslmm	0.07	0.013	-3.6114	0.000304	0.090592	Convulsions	GCST90477559_SeizureDisorders.h.FUSION.txt	Microglia	ENSG00000253305_PCDHGB6	Convulsions	TWAS	0.000304	FALSE	3.51712641639125	Negative	PCDHGB6	GCST90477559_SeizureDisorders.h.FUSION
ENSG00000184281_TSSC4	11	2400488	2403878	0.564	rs234843	3.78	rs73401936	-0.013888	3.95	-0.1135	5684	5684	bslmm	0.011	0.19	3.60686	0.00031	0.09238	Facial_nerve_disorders	GCST90477593_SpinalCord_Nerves.h.FUSION.txt	Microglia	ENSG00000184281_TSSC4	Facial_nerve_disorders	TWAS	0.00031	FALSE	3.50863830616573	Positive	TSSC4	GCST90477593_SpinalCord_Nerves.h.FUSION
ENSG00000259604_ENSG00000259604	15	100861843	100874369	0.903	rs1015310	-4.12	rs73487082	-0.01153	4.22	1.9065	7032	7032	bslmm	0.12	0.0013	3.6063	0.000311	0.0878355	Cerebral_ischemia	GCST90477993_Brain_Cerebrovascular.h.FUSION.txt	Microglia	ENSG00000259604_ENSG00000259604	Cerebral_ischemia	TWAS	0.000311	FALSE	3.50723961097316	Positive	ENSG00000259604	GCST90477993_Brain_Cerebrovascular.h.FUSION
ENSG00000286154_ENSG00000286154	2	218799729	218802554	0.662	rs4674435	3.85	rs10932814	0.0328	4.02	2.0369	4671	4671	bslmm	0.24	6e-06	3.60559	0.000311	0.278034	Alzheimers_or_Other_Dementia	GCST90479405_Cognitive_Neurodegenerative.h.FUSION.txt	Microglia	ENSG00000286154_ENSG00000286154	Alzheimers_or_Other_Dementia	TWAS	0.000311	FALSE	3.50723961097316	Positive	ENSG00000286154	GCST90479405_Cognitive_Neurodegenerative.h.FUSION
ENSG00000123815_COQ8B	19	40691514	40725784	0.389	rs34830389	-3.76	rs2002977	0.004011	-3.57	0.8075	4664	4664	blup	0.015	0.15	3.6006	0.000318	0.2764248	Schizophrenia	GCST90479403_PsychoticDisorders.h.FUSION.txt	Microglia	ENSG00000123815_COQ8B	Schizophrenia	TWAS	0.000318	FALSE	3.49757288001557	Positive	COQ8B	GCST90479403_PsychoticDisorders.h.FUSION
